country,year,forest-km
Iraq,2012,8250
Iraq,2011,8250
Iraq,2010,8250
Iraq,2009,8250
Iraq,2008,8250
Iraq,2007,8250
Iraq,2006,8250
Iraq,2005,8250
Iraq,2004,8236
Iraq,2003,8222
Iraq,2002,8208
Iraq,2001,8194
Iraq,2000,8180
Iraq,1999,8166
Iraq,1998,8152
Iraq,1997,8138
Iraq,1996,8124
Iraq,1995,8110
Iraq,1994,8096
Iraq,1993,8082
Iraq,1992,8068
Iraq,1991,8054
Iraq,1990,8040
Ireland,2012,7566
Ireland,2011,7478
Ireland,2010,7390
Ireland,2009,7302
Ireland,2008,7214
Ireland,2007,7126
Ireland,2006,7038
Ireland,2005,6950
Ireland,2004,6830
Ireland,2003,6710
Ireland,2002,6590
Ireland,2001,6470
Ireland,2000,6350
Ireland,1999,6180
Ireland,1998,6010
Ireland,1997,5840
Ireland,1996,5670
Ireland,1995,5500
Ireland,1994,5330
Ireland,1993,5160
Ireland,1992,4990
Ireland,1991,4820
Ireland,1990,4650
Isle of Man,2012,34.6
Isle of Man,2011,34.6
Isle of Man,2010,34.6
Isle of Man,2009,34.6
Isle of Man,2008,34.6
Isle of Man,2007,34.6
Isle of Man,2006,34.6
Isle of Man,2005,34.6
Isle of Man,2004,34.6
Isle of Man,2003,34.6
Isle of Man,2002,34.6
Isle of Man,2001,34.6
Isle of Man,2000,34.6
Isle of Man,1999,34.6
Isle of Man,1998,34.6
Isle of Man,1997,34.6
Isle of Man,1996,34.6
Isle of Man,1995,34.6
Isle of Man,1994,34.6
Isle of Man,1993,34.6
Isle of Man,1992,34.6
Isle of Man,1991,34.6
Isle of Man,1990,34.6
Israel,2012,1536
Israel,2011,1538
Israel,2010,1540
Israel,2009,1542
Israel,2008,1544
Israel,2007,1546
Israel,2006,1548
Israel,2005,1550
Israel,2004,1546
Israel,2003,1542
Israel,2002,1538
Israel,2001,1534
Israel,2000,1530
Israel,1999,1509
Israel,1998,1488
Israel,1997,1467
Israel,1996,1446
Israel,1995,1425
Israel,1994,1404
Israel,1993,1383
Israel,1992,1362
Israel,1991,1341
Israel,1990,1320
Italy,2012,93050
Italy,2011,92270
Italy,2010,91490
Italy,2009,90710
Italy,2008,89930
Italy,2007,89150
Italy,2006,88370
Italy,2005,87590
Italy,2004,86810
Italy,2003,86030
Italy,2002,85250
Italy,2001,84470
Italy,2000,83690
Italy,1999,82911
Italy,1998,82132
Italy,1997,81353
Italy,1996,80574
Italy,1995,79795
Italy,1994,79016
Italy,1993,78237
Italy,1992,77458
Italy,1991,76679
Italy,1990,75900
Jamaica,2012,3362.6
Jamaica,2011,3366.8
Jamaica,2010,3371
Jamaica,2009,3375.2
Jamaica,2008,3379.4
Jamaica,2007,3383.6
Jamaica,2006,3387.8
Jamaica,2005,3392
Jamaica,2004,3395.4
Jamaica,2003,3398.8
Jamaica,2002,3402.2
Jamaica,2001,3405.6
Jamaica,2000,3409
Jamaica,1999,3412.7
Jamaica,1998,3416.4
Jamaica,1997,3420.1
Jamaica,1996,3423.8
Jamaica,1995,3427.5
Jamaica,1994,3431.2
Jamaica,1993,3434.9
Jamaica,1992,3438.6
Jamaica,1991,3442.3
Jamaica,1990,3446
Japan,2012,249966
Japan,2011,249878
Japan,2010,249790
Japan,2009,249702
Japan,2008,249614
Japan,2007,249526
Japan,2006,249438
Japan,2005,249350
Japan,2004,249232
Japan,2003,249114
Japan,2002,248996
Japan,2001,248878
Japan,2000,248760
Japan,1999,248834
Japan,1998,248908
Japan,1997,248982
Japan,1996,249056
Japan,1995,249130
Japan,1994,249204
Japan,1993,249278
Japan,1992,249352
Japan,1991,249426
Japan,1990,249500
Jordan,2012,975
Jordan,2011,975
Jordan,2010,975
Jordan,2009,975
Jordan,2008,975
Jordan,2007,975
Jordan,2006,975
Jordan,2005,975
Jordan,2004,975
Jordan,2003,975
Jordan,2002,975
Jordan,2001,975
Jordan,2000,975
Jordan,1999,975
Jordan,1998,975
Jordan,1997,975
Jordan,1996,975
Jordan,1995,975
Jordan,1994,975
Jordan,1993,975
Jordan,1992,975
Jordan,1991,975
Jordan,1990,975
Kazakhstan,2012,32978
Kazakhstan,2011,33034
Kazakhstan,2010,33090
Kazakhstan,2009,33146
Kazakhstan,2008,33202
Kazakhstan,2007,33258
Kazakhstan,2006,33314
Kazakhstan,2005,33370
Kazakhstan,2004,33426
Kazakhstan,2003,33482
Kazakhstan,2002,33538
Kazakhstan,2001,33594
Kazakhstan,2000,33650
Kazakhstan,1999,33707
Kazakhstan,1998,33764
Kazakhstan,1997,33821
Kazakhstan,1996,33878
Kazakhstan,1995,33935
Kazakhstan,1994,33992
Kazakhstan,1993,34049
Kazakhstan,1992,34106
Kazakhstan,1990,34220
Kenya,2012,34450
Kenya,2011,34560
Kenya,2010,34670
Kenya,2009,34780
Kenya,2008,34890
Kenya,2007,35000
Kenya,2006,35110
Kenya,2005,35220
Kenya,2004,35340
Kenya,2003,35460
Kenya,2002,35580
Kenya,2001,35700
Kenya,2000,35820
Kenya,1999,35946
Kenya,1998,36072
Kenya,1997,36198
Kenya,1996,36324
Kenya,1995,36450
Kenya,1994,36576
Kenya,1993,36702
Kenya,1992,36828
Kenya,1991,36954
Kenya,1990,37080
Kiribati,2012,121.5
Kiribati,2011,121.5
Kiribati,2010,121.5
Kiribati,2009,121.5
Kiribati,2008,121.5
Kiribati,2007,121.5
Kiribati,2006,121.5
Kiribati,2005,121.5
Kiribati,2004,121.5
Kiribati,2003,121.5
Kiribati,2002,121.5
Kiribati,2001,121.5
Kiribati,2000,121.5
Kiribati,1999,121.5
Kiribati,1998,121.5
Kiribati,1997,121.5
Kiribati,1996,121.5
Kiribati,1995,121.5
Kiribati,1994,121.5
Kiribati,1993,121.5
Kiribati,1992,121.5
Kiribati,1991,121.5
Kiribati,1990,121.5
Korea,2012,54128
Korea,2011,55394
Korea,2010,56660
Korea,2009,57926
Korea,2008,59192
Korea,2007,60458
Korea,2006,61724
Korea,2005,62990
Korea,2004,64258
Korea,2003,65526
Korea,2002,66794
Korea,2001,68062
Korea,2000,69330
Korea,1999,70598
Korea,1998,71866
Korea,1997,73134
Korea,1996,74402
Korea,1995,75670
Korea,1994,76938
Korea,1993,78206
Korea,1992,79474
Korea,1991,80742
Korea,1990,82010
Korea,2012,62088
Korea,2011,62154
Korea,2010,62220
Korea,2009,62286
Korea,2008,62352
Korea,2007,62418
Korea,2006,62484
Korea,2005,62550
Korea,2004,62616
Korea,2003,62682
Korea,2002,62748
Korea,2001,62814
Korea,2000,62880
Korea,1999,62962
Korea,1998,63044
Korea,1997,63126
Korea,1996,63208
Korea,1995,63290
Korea,1994,63372
Korea,1993,63454
Korea,1992,63536
Korea,1991,63618
Korea,1990,63700
Kuwait,2012,65.3
Kuwait,2011,63.9
Kuwait,2010,62.5
Kuwait,2009,61.1
Kuwait,2008,59.7
Kuwait,2007,58
Kuwait,2006,57
Kuwait,2005,56
Kuwait,2004,54
Kuwait,2003,53
Kuwait,2002,51
Kuwait,2001,50
Kuwait,2000,49
Kuwait,1999,47
Kuwait,1998,46
Kuwait,1997,44
Kuwait,1996,43
Kuwait,1995,42
Kuwait,1994,40
Kuwait,1993,39
Kuwait,1992,37
Kuwait,1991,36
Kuwait,1990,35
Kyrgyz Republic,2012,9876
Kyrgyz Republic,2011,9707
Kyrgyz Republic,2010,9538
Kyrgyz Republic,2009,9369
Kyrgyz Republic,2008,9200
Kyrgyz Republic,2007,9031
Kyrgyz Republic,2006,8862
Kyrgyz Republic,2005,8693
Kyrgyz Republic,2004,8671
Kyrgyz Republic,2003,8649
Kyrgyz Republic,2002,8627
Kyrgyz Republic,2001,8605
Kyrgyz Republic,2000,8583
Kyrgyz Republic,1999,8561
Kyrgyz Republic,1998,8539
Kyrgyz Republic,1997,8517
Kyrgyz Republic,1996,8495
Kyrgyz Republic,1995,8474
Kyrgyz Republic,1994,8452
Kyrgyz Republic,1993,8430
Kyrgyz Republic,1992,8408
Kyrgyz Republic,1990,8360
Lao PDR,2012,155946
Lao PDR,2011,156728
Lao PDR,2010,157510
Lao PDR,2009,158292
Lao PDR,2008,159074
Lao PDR,2007,159856
Lao PDR,2006,160638
Lao PDR,2005,161420
Lao PDR,2004,162200
Lao PDR,2003,162980
Lao PDR,2002,163760
Lao PDR,2001,164540
Lao PDR,2000,165320
Lao PDR,1999,166102
Lao PDR,1998,166884
Lao PDR,1997,167666
Lao PDR,1996,168448
Lao PDR,1995,169230
Lao PDR,1994,170012
Lao PDR,1993,170794
Lao PDR,1992,171576
Lao PDR,1991,172358
Lao PDR,1990,173140
Latin America & Caribbean (all income levels),2012,9394935.5
Latin America & Caribbean (all income levels),2011,9434347
Latin America & Caribbean (all income levels),2010,9473757.3
Latin America & Caribbean (all income levels),2009,9513168.4
Latin America & Caribbean (all income levels),2008,9552579.4
Latin America & Caribbean (all income levels),2007,9591987.6
Latin America & Caribbean (all income levels),2006,9631397.9
Latin America & Caribbean (all income levels),2005,9670809.2
Latin America & Caribbean (all income levels),2004,9719127.7
Latin America & Caribbean (all income levels),2003,9767445.2
Latin America & Caribbean (all income levels),2002,9815763.6
Latin America & Caribbean (all income levels),2001,9864082.1
Latin America & Caribbean (all income levels),2000,9912399.6
Latin America & Caribbean (all income levels),1999,9961203.8
Latin America & Caribbean (all income levels),1998,10010007.9
Latin America & Caribbean (all income levels),1997,10058811.1
Latin America & Caribbean (all income levels),1996,10107615.3
Latin America & Caribbean (all income levels),1995,10156419.5
Latin America & Caribbean (all income levels),1994,10205222.6
Latin America & Caribbean (all income levels),1993,10254026.8
Latin America & Caribbean (all income levels),1992,10302831
Latin America & Caribbean (all income levels),1991,10351634.1
Latin America & Caribbean (all income levels),1990,10400438.3
Latin America & Caribbean (developing only),2012,8453274.1
Latin America & Caribbean (developing only),2011,8488314.4
Latin America & Caribbean (developing only),2010,8523354.5
Latin America & Caribbean (developing only),2009,8558394.6
Latin America & Caribbean (developing only),2008,8593434.7
Latin America & Caribbean (developing only),2007,8628475.1
Latin America & Caribbean (developing only),2006,8663514.5
Latin America & Caribbean (developing only),2005,8698554.9
Latin America & Caribbean (developing only),2004,8742186.1
Latin America & Caribbean (developing only),2003,8785816.3
Latin America & Caribbean (developing only),2002,8829447.5
Latin America & Caribbean (developing only),2001,8873078.7
Latin America & Caribbean (developing only),2000,8916708.9
Latin America & Caribbean (developing only),1999,8960937
Latin America & Caribbean (developing only),1998,9005165.1
Latin America & Caribbean (developing only),1997,9049392.2
Latin America & Caribbean (developing only),1996,9093620.3
Latin America & Caribbean (developing only),1995,9137848.4
Latin America & Caribbean (developing only),1994,9182075.5
Latin America & Caribbean (developing only),1993,9226303.6
Latin America & Caribbean (developing only),1992,9270531.7
Latin America & Caribbean (developing only),1991,9314758.8
Latin America & Caribbean (developing only),1990,9358986.9
Latvia,2012,33768
Latvia,2011,33654
Latvia,2010,33540
Latvia,2009,33426
Latvia,2008,33312
Latvia,2007,33198
Latvia,2006,33084
Latvia,2005,32970
Latvia,2004,32858
Latvia,2003,32746
Latvia,2002,32634
Latvia,2001,32522
Latvia,2000,32410
Latvia,1999,32342
Latvia,1998,32274
Latvia,1997,32206
Latvia,1996,32138
Latvia,1995,32070
Latvia,1994,32002
Latvia,1993,31934
Latvia,1992,31866
Latvia,1990,31730
Least developed countries: UN classification,2012,5254777.5
Least developed countries: UN classification,2011,5979681.5
Least developed countries: UN classification,2010,6006377.5
Least developed countries: UN classification,2009,6033073.5
Least developed countries: UN classification,2008,6059769.5
Least developed countries: UN classification,2007,6086461.5
Least developed countries: UN classification,2006,6113159.5
Least developed countries: UN classification,2005,6139859.5
Least developed countries: UN classification,2004,6167661.5
Least developed countries: UN classification,2003,6195463.5
Least developed countries: UN classification,2002,6223265.5
Least developed countries: UN classification,2001,6251067.5
Least developed countries: UN classification,2000,6278869.5
Least developed countries: UN classification,1999,6314218.5
Least developed countries: UN classification,1998,6349568.5
Least developed countries: UN classification,1997,6384917.5
Least developed countries: UN classification,1996,6420266.5
Least developed countries: UN classification,1995,6455616.5
Least developed countries: UN classification,1994,6490963.5
Least developed countries: UN classification,1993,6526314.5
Least developed countries: UN classification,1992,6561664.5
Least developed countries: UN classification,1991,6597013.5
Least developed countries: UN classification,1990,6648573.5
Lebanon,2012,1370.6
Lebanon,2011,1369.8
Lebanon,2010,1369
Lebanon,2009,1368.2
Lebanon,2008,1367.4
Lebanon,2007,1366.6
Lebanon,2006,1365.8
Lebanon,2005,1365
Lebanon,2004,1354
Lebanon,2003,1343
Lebanon,2002,1332
Lebanon,2001,1321
Lebanon,2000,1310
Lebanon,1999,1310
Lebanon,1998,1310
Lebanon,1997,1310
Lebanon,1996,1310
Lebanon,1995,1310
Lebanon,1994,1310
Lebanon,1993,1310
Lebanon,1992,1310
Lebanon,1991,1310
Lebanon,1990,1310
Lesotho,2012,444
Lesotho,2011,442
Lesotho,2010,440
Lesotho,2009,438
Lesotho,2008,436
Lesotho,2007,434
Lesotho,2006,432
Lesotho,2005,430
Lesotho,2004,428
Lesotho,2003,426
Lesotho,2002,424
Lesotho,2001,422
Lesotho,2000,420
Lesotho,1999,418
Lesotho,1998,416
Lesotho,1997,414
Lesotho,1996,412
Lesotho,1995,410
Lesotho,1994,408
Lesotho,1993,406
Lesotho,1992,404
Lesotho,1991,402
Lesotho,1990,400
Liberia,2012,42690
Liberia,2011,42990
Liberia,2010,43290
Liberia,2009,43590
Liberia,2008,43890
Liberia,2007,44190
Liberia,2006,44490
Liberia,2005,44790
Liberia,2004,45090
Liberia,2003,45390
Liberia,2002,45690
Liberia,2001,45990
Liberia,2000,46290
Liberia,1999,46590
Liberia,1998,46890
Liberia,1997,47190
Liberia,1996,47490
Liberia,1995,47790
Liberia,1994,48090
Liberia,1993,48390
Liberia,1992,48690
Liberia,1991,48990
Liberia,1990,49290
Libya,2012,2170
Libya,2011,2170
Libya,2010,2170
Libya,2009,2170
Libya,2008,2170
Libya,2007,2170
Libya,2006,2170
Libya,2005,2170
Libya,2004,2170
Libya,2003,2170
Libya,2002,2170
Libya,2001,2170
Libya,2000,2170
Libya,1999,2170
Libya,1998,2170
Libya,1997,2170
Libya,1996,2170
Libya,1995,2170
Libya,1994,2170
Libya,1993,2170
Libya,1992,2170
Libya,1991,2170
Libya,1990,2170
Liechtenstein,2012,69
Liechtenstein,2011,69
Liechtenstein,2010,69
Liechtenstein,2009,69
Liechtenstein,2008,69
Liechtenstein,2007,69
Liechtenstein,2006,69
Liechtenstein,2005,69
Liechtenstein,2004,69
Liechtenstein,2003,69
Liechtenstein,2002,69
Liechtenstein,2001,69
Liechtenstein,2000,69
Liechtenstein,1999,69
Liechtenstein,1998,68
Liechtenstein,1997,68
Liechtenstein,1996,67
Liechtenstein,1995,67
Liechtenstein,1994,67
Liechtenstein,1993,66
Liechtenstein,1992,66
Liechtenstein,1991,65
Liechtenstein,1990,65
Lithuania,2012,21756
Lithuania,2011,21678
Lithuania,2010,21600
Lithuania,2009,21522
Lithuania,2008,21444
Lithuania,2007,21366
Lithuania,2006,21288
Lithuania,2005,21210
Lithuania,2004,21008
Lithuania,2003,20806
Lithuania,2002,20604
Lithuania,2001,20402
Lithuania,2000,20200
Lithuania,1999,20125
Lithuania,1998,20050
Lithuania,1997,19975
Lithuania,1996,19900
Lithuania,1995,19825
Lithuania,1994,19750
Lithuania,1993,19675
Lithuania,1992,19600
Lithuania,1990,19450
Low & middle income,2012,20726250.6
Low & middle income,2011,21475888.7
Low & middle income,2010,21527328.1
Low & middle income,2009,21578767.2
Low & middle income,2008,21630202.8
Low & middle income,2007,21681639.2
Low & middle income,2006,21733075
Low & middle income,2005,21784516.8
Low & middle income,2004,21804523.1
Low & middle income,2003,21854718.3
Low & middle income,2002,21904914.6
Low & middle income,2001,21955110.8
Low & middle income,2000,22035336.1
Low & middle income,1999,22096558.9
Low & middle income,1998,22187811.7
Low & middle income,1997,22279064.5
Low & middle income,1996,22370316.4
Low & middle income,1995,22461571.2
Low & middle income,1994,22552820.3
Low & middle income,1993,22644072.7
Low & middle income,1992,22735328.1
Low & middle income,1991,22461788.4
Low & middle income,1990,22961963.1
Low income,2012,3728116
Low income,2011,3899359.9
Low income,2010,3774410
Low income,2009,3797656
Low income,2008,3820902
Low income,2007,3844144
Low income,2006,3867392
Low income,2005,3890640
Low income,2004,3914902
Low income,2003,3939164
Low income,2002,3963426
Low income,2001,3987688
Low income,2000,4011950
Low income,1999,4037150
Low income,1998,4062350
Low income,1997,4087550
Low income,1996,4112750
Low income,1995,4137950
Low income,1994,4163150
Low income,1993,4188350
Low income,1992,4213550
Low income,1991,4238750
Low income,1990,4280160
Lower middle income,2012,5053452.7
Lower middle income,2011,5628371.2
Lower middle income,2010,5801284.3
Lower middle income,2009,5826001.5
Lower middle income,2008,5850715.4
Lower middle income,2007,5875433.7
Lower middle income,2006,5900146.4
Lower middle income,2005,5924864.1
Lower middle income,2004,5941115.7
